,imagenet,caltech101,oxford_pets,stanford_cars,oxford_flowers,food101,fgvc_aircraft,sun397,dtd,eurosat,ucf101
seed1,0.48600000000000004,0.767,0.9159999999999999,0.578,0.511,0.773,0.083,0.397,0.233,0.33799999999999997,0.41600000000000004
seed2,0.45299999999999996,0.578,0.914,0.546,0.509,0.74,0.076,0.318,0.271,0.24600000000000002,0.384
seed3,0.499,0.8109999999999999,0.922,0.5720000000000001,0.461,0.778,0.133,0.406,0.247,0.373,0.457
