,imagenet,caltech101,oxford_pets,stanford_cars,oxford_flowers,food101,fgvc_aircraft,sun397,dtd,eurosat,ucf101
seed1,0.429,0.7390000000000001,0.49600000000000005,0.593,0.47200000000000003,0.851,0.091,0.434,0.281,0.32799999999999996,0.499
seed2,0.429,0.753,0.664,0.5910000000000001,0.47700000000000004,0.856,0.07200000000000001,0.384,0.255,0.215,0.455
seed3,0.425,0.7090000000000001,0.631,0.544,0.39299999999999996,0.85,0.121,0.389,0.27399999999999997,0.389,0.44799999999999995
