,imagenet,caltech101,oxford_pets,stanford_cars,oxford_flowers,food101,fgvc_aircraft,sun397,dtd,eurosat,ucf101
seed1,0.42,0.5870000000000001,0.533,0.573,0.428,0.56,0.401,0.41600000000000004,0.193,0.36600000000000005,0.48600000000000004
seed2,0.503,0.684,0.748,0.588,0.518,0.756,0.41000000000000003,0.46799999999999997,0.36100000000000004,0.302,0.517
seed3,0.449,0.505,0.6729999999999999,0.588,0.42100000000000004,0.58,0.39,0.41700000000000004,0.21600000000000003,0.334,0.469
