,imagenet,caltech101,oxford_pets,stanford_cars,oxford_flowers,food101,fgvc_aircraft,sun397,dtd,eurosat,ucf101
seed1,0,0,0.85,0.606,0.583,0.804,0.218,0,0.489,0.845,0.6
seed2,0,0,0.845,0.589,0.598,0.805,0.204,0,0.478,0.8470000000000001,0.621
seed3,0,0,0.853,0.5920000000000001,0.609,0.792,0.201,0,0.48200000000000004,0.8540000000000001,0.0
