,imagenet,caltech101,oxford_pets,stanford_cars,oxford_flowers,food101,fgvc_aircraft,sun397,dtd,eurosat,ucf101
seed1,0,0,0.8320000000000001,0.625,0.618,0.813,0.226,0,0.473,0.8220000000000001,0
seed2,0,0,0.841,0.5970000000000001,0.568,0.807,0.21100000000000002,0,0.48200000000000004,0.826,0
seed3,0,0,0.8470000000000001,0.6,0.622,0.0,0.184,0,0.485,0.843,0
